"gene","title","rho","SD","AVG","Young_1","Young_2","Young_3","Young_4","Old_1","Old_2","Old_3"
"Phactr1","phosphatase and actin regulator 1",0.546,0.594,4.233,3.904,4.54,4.043,3.261,4.075,4.958,4.85
"Phactr2","phosphatase and actin regulator 2",0.652,0.465,5.068,4.484,5.142,5.354,4.363,5.231,5.286,5.612
"Phactr4","phosphatase and actin regulator 4",0.749,0.3,4.924,4.801,4.915,4.591,4.577,4.981,5.338,5.268
"Phax","phosphorylated adaptor for RNA export",0.847,0.426,4.983,4.196,4.87,5.041,4.788,5.173,5.31,5.506
"Phb","prohibitin",-0.522,0.4,6.588,6.514,6.93,7.279,6.326,6.476,6.524,6.064
"Phb2","prohibitin 2",-0.377,0.155,6.805,6.678,6.964,6.946,6.813,6.922,6.762,6.548
"Phc1","polyhomeotic homolog 1",0.587,0.59,2.42,1.297,2.624,2.773,1.96,2.717,3.006,2.562
"Phc2","polyhomeotic homolog 2",0.596,0.27,5.184,4.843,5.114,5.132,5.136,5.205,5.737,5.12
"Phc3","polyhomeotic homolog 3",0.413,0.377,5.135,4.843,5.44,5.204,4.453,5.162,5.566,5.275
"Phf1","PHD finger protein 1",0.707,0.881,2.76,2.095,2.678,1.346,2.682,3.178,4.096,3.249
"Phf10","PHD finger protein 10",-0.862,0.331,3.434,3.86,3.668,3.617,3.426,3.162,3.43,2.875
"Phf11b",NA,0.309,0.427,2.592,1.658,2.906,2.905,2.624,2.648,2.698,2.702
"Phf11c",NA,-0.198,0.428,1.242,0.968,1.732,1.719,0.819,0.834,1.628,0.994
"Phf11d",NA,-0.103,0.234,6.397,6.042,6.532,6.81,6.401,6.299,6.339,6.356
"Phf12","PHD finger protein 12",0.751,0.655,3.489,2.558,3.779,2.796,3.112,3.992,4.179,4.008
"Phf13","PHD finger protein 13",0.567,0.493,4.373,3.752,4.788,4.282,3.725,4.4,4.679,4.986
"Phf14","PHD finger protein 14",0.444,0.325,3.316,3.021,3.5,3.432,2.76,3.681,3.55,3.271
"Phf2","PHD finger protein 2",0.366,0.356,2.457,2.59,2.26,2.773,1.751,2.491,2.751,2.586
"Phf20","PHD finger protein 20",0.887,0.571,4.873,4.183,4.63,4.938,4.166,5.267,5.291,5.637
"Phf20l1","PHD finger protein 20 like 1",0.196,2.083,1.899,0.774,4.613,0,0.269,0,4.094,3.545
"Phf21a","PHD finger protein 21A",0.709,0.486,2.967,2.336,3.12,3.005,2.266,3.147,3.513,3.382
"Phf23","PHD finger protein 23",0.159,0.285,4.818,4.535,4.806,4.938,4.831,5.2,5.04,4.373
"Phf3","PHD finger protein 3",-0.057,0.434,3.57,3.224,3.918,3.957,3.216,3.508,4.135,3.031
"Phf5a","PHD finger protein 5A",-0.553,0.247,6.762,6.754,6.805,7.195,6.786,6.714,6.733,6.345
"Phf6","PHD finger protein 6",-0.175,0.439,4.968,4.937,5.556,5.341,4.187,4.937,4.75,5.067
"Phf7","PHD finger protein 7",0.068,0.515,2.377,2.714,2.61,2.457,1.377,2.246,2.994,2.242
"Phf8","PHD finger protein 8",0.29,0.426,4.177,3.769,4.782,3.99,3.651,4.419,4.044,4.585
"Phip","pleckstrin homology domain interacting protein",-0.076,0.292,5.945,5.809,6.327,6.167,5.517,5.658,6.107,6.027
"Phka1","phosphorylase kinase regulatory subunit alpha 1",0.652,0.329,3.18,2.993,3.1,3.329,2.583,3.536,3.222,3.497
"Phka2","phosphorylase kinase regulatory subunit alpha 2",0.298,0.742,3.044,1.708,3.929,3.204,2.583,3.741,3.14,3.004
"Phkb","phosphorylase kinase regulatory subunit beta",-0.271,0.737,3.191,2.468,4.113,4.237,2.789,2.746,2.572,3.409
"Phkg2","phosphorylase kinase catalytic subunit gamma 2",0.392,0.441,4.572,4.538,4.243,4.971,3.929,5.127,4.896,4.301
"Phlda1","pleckstrin homology like domain family A member 1",-0.437,0.615,0.742,1.412,0.654,0.162,1.63,0.184,0.177,0.972
"Phlda3","pleckstrin homology like domain family A member 3",0.305,0.364,4.81,4.679,4.942,4.869,4.238,5.283,5.15,4.507
"Phldb1","pleckstrin homology like domain family B member 1",0.527,0.674,3.382,2.55,3.668,3.65,2.519,3.195,4.378,3.714
"Phldb2","pleckstrin homology like domain family B member 2",0.749,0.396,5.161,4.997,4.984,4.495,5.12,5.313,5.687,5.53
"Phlpp1","PH domain and leucine rich repeat protein phosphat",0.613,0.426,4.941,4.463,5.229,4.9,4.261,5.124,5.219,5.388
"Phlpp2","PH domain and leucine rich repeat protein phosphat",0.013,0.372,1.872,2.486,1.77,1.652,1.438,1.799,1.684,2.277
"Phospho1","phosphoethanolamine/phosphocholine phosphatase 1",-0.605,0.342,0.717,1.185,1.049,0.708,0.514,0.33,0.334,0.898
"Phospho2","phosphatase, orphan 2",-0.626,0.488,5.912,5.965,6.361,6.591,5.722,5.438,6.083,5.223
"Phpt1","phosphohistidine phosphatase 1",-0.781,0.537,4.87,5.462,5.225,5.199,4.79,4.624,4.952,3.836
"Phrf1","PHD and ring finger domains 1",0.692,0.546,3.796,4.079,3.265,3.44,3.084,3.914,4.22,4.572
"Phtf1","putative homeodomain transcription factor 1",0.254,0.779,2.336,0.992,2.26,3.128,2.583,3.151,2.557,1.684
"Phtf2","putative homeodomain transcription factor 2",-0.45,0.775,1.439,0.721,2.655,2.336,1.29,1.238,0.605,1.231
"Phxr4",NA,0.372,0.923,1.675,2.213,0,1.638,1.958,1.061,2.889,1.965
"Phyh","phytanoyl-CoA 2-hydroxylase",0.495,0.263,4.439,4.282,4.113,4.851,4.197,4.64,4.423,4.567
"Phyhd1","phytanoyl-CoA dioxygenase domain containing 1",-0.208,0.681,2.99,3.264,3.247,3.622,2.054,3.57,3.182,1.994
"Phyhipl","phytanoyl-CoA 2-hydroxylase interacting protein li",-0.187,0.331,1.336,1.018,1.637,1.778,1.165,1.584,0.918,1.253
"Phykpl","5-phosphohydroxy-L-lysine phospho-lyase",-0.246,0.385,4.442,4.517,4.828,4.662,4.035,3.786,4.733,4.531
"Pi15","peptidase inhibitor 15",-0.659,0.568,1.584,2.013,2.286,1.748,1.227,1.957,1.156,0.7
"Pi4k2a","phosphatidylinositol 4-kinase type 2 alpha",0.797,0.712,2.391,1.614,2.388,1.878,1.666,3.446,3.061,2.684
"Pi4k2b","phosphatidylinositol 4-kinase type 2 beta",-0.007,0.639,1.717,1.297,2.57,2.076,0.729,2.265,1.742,1.344
"Pi4ka","phosphatidylinositol 4-kinase alpha",0.478,1.215,2.339,0,3.008,1.628,3.143,2.09,3.087,3.42
"Pi4kb","phosphatidylinositol 4-kinase beta",0.13,0.257,4.147,4.105,4.329,4.378,3.608,4.282,4.156,4.173
"Pias1","protein inhibitor of activated STAT 1",0.322,0.422,4.965,4.665,5.246,5.268,4.153,5.314,5.122,4.987
"Pias2","protein inhibitor of activated STAT 2",-0.603,0.537,5.034,5.226,5.693,5.726,4.461,4.592,5.011,4.532
"Pias3","protein inhibitor of activated STAT 3",0.915,0.488,4.574,4.387,4.004,4.2,4.207,5.048,5.237,4.932
"Pias4","protein inhibitor of activated STAT 4",0.775,0.407,4.562,4.302,4.587,3.943,4.26,4.937,4.913,4.996
"Pibf1","progesterone immunomodulatory binding factor 1",0.386,0.69,0.486,1.033,0,0,0,0.621,0,1.747
"Picalm","phosphatidylinositol binding clathrin assembly pro",-0.173,1.687,1.349,2.992,0,0,3.062,3.389,0,0
"Pick1","protein interacting with PRKCA 1",0.132,0.651,3.033,2.27,3.747,3.604,2.285,3.298,2.515,3.51
"Pid1","phosphotyrosine interaction domain containing 1",0.433,0.703,1.89,2.383,1.858,0.817,1.228,2.02,1.983,2.939
"Pidd1","p53-induced death domain protein 1",-0.171,1.177,1.15,2.55,0,2.466,0.337,0,2.133,0.567
"Piezo1","piezo type mechanosensitive ion channel component ",0.356,0.44,5.001,5.006,5.241,4.839,4.323,5.018,4.816,5.763
"Piezo2","piezo type mechanosensitive ion channel component ",-0.82,0.527,0.85,1.389,1.385,1.28,0.729,0,0.476,0.692
"Piga","phosphatidylinositol glycan anchor biosynthesis cl",0.307,0.512,3.361,3.079,2.969,3.952,3.04,3.258,4.226,3.004
"Pigb","phosphatidylinositol glycan anchor biosynthesis cl",-0.026,0.493,4.02,3.624,4.678,4.229,3.423,4.308,4.37,3.508
"Pigc","phosphatidylinositol glycan anchor biosynthesis cl",-0.75,0.554,6.801,7.05,7.182,7.314,6.948,6.591,6.866,5.66
"Pigf","phosphatidylinositol glycan anchor biosynthesis cl",-0.7,0.564,4.262,4.925,4.596,4.667,3.993,3.69,4.544,3.418
"Pigg","phosphatidylinositol glycan anchor biosynthesis cl",0.125,0.442,3.885,3.506,4.43,4.246,3.13,3.881,3.95,4.052
"Pigh","phosphatidylinositol glycan anchor biosynthesis cl",0.164,0.286,4.727,4.393,4.804,5.171,4.516,4.442,4.841,4.92
"Pigk","phosphatidylinositol glycan anchor biosynthesis cl",0.197,0.379,5.593,4.966,5.981,5.88,5.408,5.618,5.338,5.959
"Pigl","phosphatidylinositol glycan anchor biosynthesis cl",0.601,0.303,3.702,3.653,3.701,3.571,3.168,3.935,4.135,3.754
"Pigm","phosphatidylinositol glycan anchor biosynthesis cl",-0.238,0.289,5.818,5.65,6.386,5.841,5.501,5.766,5.938,5.643
"Pign","phosphatidylinositol glycan anchor biosynthesis cl",-0.181,0.656,4.389,4.018,5.475,4.714,3.497,4.753,4.36,3.908
"Pigo","phosphatidylinositol glycan anchor biosynthesis cl",0.298,0.767,2.574,2.138,3.615,1.856,1.633,2.988,2.405,3.382
"Pigp","phosphatidylinositol glycan anchor biosynthesis cl",-0.771,0.568,6.997,7.451,7.38,7.502,6.949,6.907,6.939,5.852
"Pigq","phosphatidylinositol glycan anchor biosynthesis cl",0.132,0.367,5.421,5.41,5.568,5.768,4.732,5.722,5.152,5.594
"Pigs","phosphatidylinositol glycan anchor biosynthesis cl",0.558,0.61,5.116,4.793,5.604,4.376,4.287,5.536,5.628,5.586
"Pigt","phosphatidylinositol glycan anchor biosynthesis cl",0.711,0.498,4.701,4.633,4.399,4.227,4.337,5.327,4.508,5.478
"Pigu","phosphatidylinositol glycan anchor biosynthesis cl",0.675,0.507,4.632,4.445,4.744,4.322,3.77,4.846,4.958,5.34
"Pigv","phosphatidylinositol glycan anchor biosynthesis cl",0.24,0.581,3.864,4.008,4.217,3.701,2.746,4.641,3.904,3.83
"Pigw","phosphatidylinositol glycan anchor biosynthesis cl",0.023,0.697,1.528,1.476,2.036,1.539,0.839,2.526,0.476,1.808
"Pigx","phosphatidylinositol glycan anchor biosynthesis cl",-0.787,0.605,5.572,5.915,6.266,6.21,5.314,5.28,5.459,4.56
"Pigyl",NA,-0.789,0.584,4.958,5.287,5.431,5.607,4.921,4.872,4.743,3.845
"Pih1d1","PIH1 domain containing 1",-0.143,0.332,4.68,4.466,4.851,5.021,4.6,4.199,5.127,4.495
"Pih1d2","PIH1 domain containing 2",0.124,0.697,1.206,1.093,1.252,1.654,0.342,2.001,1.85,0.254
"Pik3c2a","phosphatidylinositol-4-phosphate 3-kinase catalyti",-0.056,0.503,4.654,4.53,5.512,4.6,3.896,4.453,4.559,5.029
"Pik3c2b","phosphatidylinositol-4-phosphate 3-kinase catalyti",0.716,0.362,4.575,4.038,4.359,4.873,4.269,4.91,4.973,4.603
"Pik3c3","phosphatidylinositol 3-kinase catalytic subunit ty",0.718,0.597,4.719,4.076,4.898,4.681,3.795,5.012,5.057,5.515
"Pik3ca","phosphatidylinositol-4,5-bisphosphate 3-kinase cat",0.15,0.325,4.139,3.9,4.064,4.778,3.753,4.234,4.175,4.068
"Pik3cb","phosphatidylinositol-4,5-bisphosphate 3-kinase cat",-0.455,0.318,4.012,4.113,4.554,3.567,4.08,4.049,4.02,3.697
"Pik3cd","phosphatidylinositol-4,5-bisphosphate 3-kinase cat",0.857,1.05,1.799,0,1.818,1.28,1.29,2.42,2.694,3.088
"Pik3ip1","phosphoinositide-3-kinase interacting protein 1",0.809,0.664,5.756,4.697,5.854,5.315,5.365,6.363,6.566,6.131
"Pik3r1","phosphoinositide-3-kinase regulatory subunit 1",-0.714,0.457,4.27,4.445,4.845,4.885,3.945,4.031,3.743,3.995
"Pik3r2","phosphoinositide-3-kinase regulatory subunit 2",0.805,0.855,2.591,2.806,1.178,2.336,1.859,3.083,3.262,3.615
"Pik3r3","phosphoinositide-3-kinase regulatory subunit 3",-0.05,0.36,5.427,5.207,5.879,5.764,4.857,5.288,5.669,5.324
"Pik3r4","phosphoinositide-3-kinase regulatory subunit 4",0.62,0.588,4.413,3.728,4.642,4.556,3.591,4.419,4.647,5.31
"Pik3r5","phosphoinositide-3-kinase regulatory subunit 5",-0.536,0.55,1.598,1.129,2.419,2.221,1.684,0.97,1.519,1.246
"Pik3r6","phosphoinositide-3-kinase regulatory subunit 6",0.716,0.6,5.135,4.157,5.461,4.803,4.654,5.795,5.509,5.563
"Pikfyve","phosphoinositide kinase, FYVE-type zinc finger con",-0.034,0.392,4.52,4.362,4.539,5.245,4.082,4.205,4.787,4.422
"Pim1","Pim-1 proto-oncogene, serine/threonine kinase",0.598,0.565,1.921,1.767,1.257,1.646,1.875,2.253,3.01,1.638
"Pim2","Pim-2 proto-oncogene, serine/threonine kinase",0.064,0.538,2.235,2.665,2.513,2.266,1.21,2.224,1.95,2.82
"Pim3","Pim-3 proto-oncogene, serine/threonine kinase",0.954,0.484,8.774,8.09,8.51,8.423,8.622,9.134,9.287,9.349
"Pin1","peptidylprolyl cis/trans isomerase, NIMA-interacti",-0.442,0.378,6.315,6.699,6.076,6.721,6.286,6.405,6.391,5.626
"Pin4","peptidylprolyl cis/trans isomerase, NIMA-interacti",-0.4,0.271,4.864,4.997,4.87,4.977,4.902,4.956,5.08,4.269
"Pink1","PTEN induced kinase 1",0.675,0.567,6.529,6.456,6.247,6.388,5.598,7.416,6.913,6.682
"Pinx1","PIN2 (TERF1) interacting telomerase inhibitor 1",0.069,0.327,1.316,1.635,0.756,1.646,1.254,1.468,1.034,1.42
"Pip4k2a","phosphatidylinositol-5-phosphate 4-kinase type 2 a",0.465,0.454,2.594,1.969,2.915,2.266,2.551,2.265,3.202,2.987
"Pip4k2b","phosphatidylinositol-5-phosphate 4-kinase type 2 b",-0.229,0.225,1.397,1.298,1.811,1.415,1.126,1.54,1.358,1.232
"Pip4k2c","phosphatidylinositol-5-phosphate 4-kinase type 2 g",0.607,0.598,4.887,4.244,5.42,4.355,4.175,5.243,5.249,5.522
"Pip5k1a","phosphatidylinositol-4-phosphate 5-kinase type 1 a",0.645,0.28,5.208,5.061,4.974,5.208,4.976,5.399,5.748,5.091
"Pip5k1b","phosphatidylinositol-4-phosphate 5-kinase type 1 b",0.381,0.466,0.664,0.405,0.654,0.562,0.479,1.319,0,1.231
"Pip5k1c","phosphatidylinositol-4-phosphate 5-kinase type 1 g",0.924,0.672,4.65,3.803,4.414,4.401,4.01,5.21,5.074,5.635
"Pirb",NA,0.018,0.331,2.308,2.418,1.835,2.471,2.548,2.363,2.668,1.856
"Pisd","phosphatidylserine decarboxylase",0.747,0.551,5.177,4.315,5.322,5.136,4.599,5.833,5.339,5.694
"Pithd1","PITH domain containing 1",0.318,0.35,5.676,5.457,6.061,5.586,5.081,5.812,6.075,5.657
"Pitpna","phosphatidylinositol transfer protein alpha",-0.087,0.354,4.976,4.759,5.026,5.267,4.927,5.303,5.237,4.312
"Pitpnb","phosphatidylinositol transfer protein beta",0.151,0.324,6.06,5.783,6.07,6.389,5.828,6.477,6.24,5.633
"Pitpnc1","phosphatidylinositol transfer protein cytoplasmic ",0.683,0.41,6.253,5.805,6.412,6.101,5.754,6.188,6.773,6.737
"Pitpnm1","phosphatidylinositol transfer protein membrane ass",0.975,0.554,3.926,3.332,3.49,3.69,3.508,4.254,4.449,4.756
"Pitpnm2","phosphatidylinositol transfer protein membrane ass",0.836,0.685,4.604,3.752,4.383,4.803,3.725,4.885,5.155,5.524
"Pitpnm3","PITPNM family member 3",0.243,0.801,2.684,2.871,3.458,1.856,1.366,3.083,3.48,2.675
"Pitrm1","pitrilysin metallopeptidase 1",-0.106,1.194,1.452,2.982,0.679,1.77,0.401,1.341,2.975,0.014
"Piwil2","piwi like RNA-mediated gene silencing 2",0.186,0.771,2.126,1.635,3.139,2.076,0.839,2.559,2.751,1.885
"Pja1","praja ring finger ubiquitin ligase 1",0.855,0.25,4.88,4.706,4.746,4.869,4.486,5.134,5.091,5.128
"Pja2","praja ring finger ubiquitin ligase 2",0.817,0.497,5.94,5.667,5.736,5.793,5.146,6.578,6.28,6.376
"Pkd1","polycystin 1, transient receptor potential channel",0.095,0.385,6.28,6.131,6.799,6.266,5.663,6.078,6.697,6.324
"Pkd2","polycystin 2, transient receptor potential cation ",0.081,0.372,5.174,4.907,5.215,5.547,4.925,5.244,5.716,4.667
"Pkd2l2","polycystin 2 like 2, transient receptor potential ",-0.103,0.452,1.174,0.571,1.719,1.364,1.209,0.88,1.704,0.773
"Pkdcc","protein kinase domain containing, cytoplasmic",-0.126,0.708,0.835,0.72,0.545,1.758,0.729,1.841,0,0.254
"Pkhd1l1","PKHD1 like 1",-0.492,0.544,0.546,0,1.25,1.28,0.619,0.493,0.177,0
"Pkia","cAMP-dependent protein kinase inhibitor alpha",0.212,0.363,5.459,5.603,5.09,5.761,5.098,5.715,5.891,5.059
"Pkib","cAMP-dependent protein kinase inhibitor beta",-0.519,0.364,1.159,0.902,1.593,1.504,1.334,1.17,0.539,1.071
"Pkig","cAMP-dependent protein kinase inhibitor gamma",-0.31,0.42,5.382,5.683,5.709,5.649,4.72,5.356,5.687,4.872
"Pkm","pyruvate kinase M1/2",0.818,0.627,7.656,7.172,7.557,7.451,6.734,8.061,7.984,8.631
"Pkmyt1","protein kinase, membrane associated tyrosine/threo",0.165,0.501,1.728,1.883,1.709,2.012,0.855,2.145,2.227,1.267
"Pkn1","protein kinase N1",0.912,0.568,4.512,3.981,4.286,4.259,3.81,4.869,5.16,5.218
"Pkn2","protein kinase N2",0.318,0.337,5.996,5.406,5.947,6.512,5.932,6.044,6.221,5.908
"Pkn3","protein kinase N3",0.394,0.386,5.776,5.683,6.122,5.194,5.369,6.011,6.228,5.823
"Pknox1","PBX/knotted 1 homeobox 1",0.55,0.718,4.049,2.728,4.274,4.572,3.529,4.69,3.925,4.623
"Pkp3","plakophilin 3",0.338,0.357,1.673,1.778,1.504,1.349,1.506,2.382,1.797,1.398
"Pkp4","plakophilin 4",0.471,0.638,4.908,3.852,5.249,5.501,4.146,5.145,5.324,5.136
"Pla2g12a","phospholipase A2 group XIIA",0.173,0.231,3.237,3.159,2.957,3.444,3.306,3.578,3.243,2.969
"Pla2g15","phospholipase A2 group XV",0.503,1.416,3.011,3.4,2.95,2.864,0,3.696,4.165,4.001
"Pla2g6","phospholipase A2 group VI",0.916,0.635,1.818,1.093,1.545,1.208,1.571,2.092,2.44,2.78
"Pla2g7","phospholipase A2 group VII",0.808,1.128,1.664,0.979,1.25,0,1.126,3.151,2.778,2.361
"Pla2r1","phospholipase A2 receptor 1",0.364,0.299,1.165,0.72,1.203,1.542,0.941,1.454,0.975,1.321
"Plaa","phospholipase A2 activating protein",-0.163,0.429,5.545,4.859,6.124,6.029,5.517,5.403,5.343,5.536
"Plac1","placenta enriched 1",0.449,0.64,1.055,0.571,1.77,0.162,0.479,1.319,1.684,1.398
"Plac9a",NA,-0.531,0.351,6.225,6.764,6.375,6.534,5.736,6.011,6.052,6.103
"Plag1","PLAG1 zinc finger",0.774,1.061,1.092,0,0.661,0,0.941,1.538,3.052,1.45
"Plagl2","PLAG1 like zinc finger 2",0.65,0.346,3.915,3.769,4.004,3.506,3.525,3.958,4.457,4.188
"Plat","plasminogen activator, tissue type",0.895,0.71,5.284,4.783,4.795,5.079,4.41,6.113,5.534,6.275
"Plau","plasminogen activator, urokinase",-0.271,0.506,2.384,2.308,3.124,2.321,2.22,1.818,1.89,3.008
"Plaur","plasminogen activator, urokinase receptor",0.538,0.71,2.705,2.772,2.6,2.679,1.36,2.617,3.637,3.271
"Plbd1","phospholipase B domain containing 1",0.317,0.504,0.695,1.199,0.756,0,0,0.748,1.119,1.041
"Plbd2","phospholipase B domain containing 2",0.887,0.687,5.594,5.042,5.133,5.49,4.811,6.029,5.865,6.79
"Plcb1","phospholipase C beta 1",-0.647,0.272,5.333,5.241,5.835,5.586,5.224,5.186,5.088,5.173
"Plcb3","phospholipase C beta 3",0.513,0.493,3.655,3.661,3.57,3.446,3.085,3.995,3.27,4.559
"Plcb4","phospholipase C beta 4",0.465,0.358,7.128,6.748,7.391,7.27,6.517,7.186,7.487,7.299
"Plcd1","phospholipase C delta 1",0.037,0.548,3.855,3.625,4.533,4.163,2.843,4.254,3.823,3.745
"Plcd3","phospholipase C delta 3",0.19,0.425,1.908,1.199,2.294,2.336,1.693,1.785,1.742,2.306
"Plcd4","phospholipase C delta 4",-0.03,0.443,0.776,0,1.447,0.641,1.096,0.735,0.773,0.743
"Plce1","phospholipase C epsilon 1",0.501,0.663,0.739,0.405,0.157,1.051,0.479,0,1.85,1.231
"Plcg1","phospholipase C gamma 1",0.693,0.412,7.056,6.695,7.208,6.81,6.54,7.222,7.152,7.763
"Plcg2","phospholipase C gamma 2",0.663,0.931,1.47,2.19,0.298,0.674,0.479,2.181,2.133,2.334
"Plcl1","phospholipase C like 1 (inactive)",0.259,0.394,1.362,0.575,1.45,1.865,1.452,1.241,1.501,1.452
"Plcl2","phospholipase C like 2",0.507,0.497,0.939,1.389,0,0.562,0.964,1.238,1.312,1.107
"Plcxd1","phosphatidylinositol specific phospholipase C X do",-0.437,0.815,2.759,2.681,3.74,3.877,1.97,1.742,2.445,2.855
"Plcxd2","phosphatidylinositol specific phospholipase C X do",-0.328,0.427,1.219,1.389,1.818,1.28,0.609,1.604,0.935,0.9
"Pld1","phospholipase D1",-0.474,0.541,3.429,3.152,3.834,4.473,3.249,3.293,2.928,3.076
"Pld2","phospholipase D2",0.72,0.56,3.721,3.099,3.834,3.714,2.843,4.393,4.044,4.117
"Pld3","phospholipase D family member 3",0.763,0.914,4.907,4.221,5.095,4.228,3.636,5.426,5.48,6.26
"Plec","plectin",-0.232,0.477,6.965,6.509,7.663,7.517,6.495,7.053,6.916,6.602
"Plek","pleckstrin",0.361,0.791,1.493,1.199,0.193,2.641,1.571,1.238,1.358,2.249
"Plek2","pleckstrin 2",-0.195,0.859,1.692,0.856,2.57,2.939,1.21,0.626,1.797,1.847
"Plekha1","pleckstrin homology domain containing A1",-0.378,0.204,6.314,6.132,6.636,6.534,6.194,6.266,6.344,6.095
"Plekha2","pleckstrin homology domain containing A2",0.841,0.394,5.792,5.431,5.757,5.606,5.243,6.22,6.02,6.271
"Plekha3","pleckstrin homology domain containing A3",-0.705,0.339,4.468,4.767,4.914,4.449,4.333,4.666,4.196,3.948
"Plekha5","pleckstrin homology domain containing A5",-0.352,0.633,0.566,0,1.563,1.147,0.4,0,0,0.855
"Plekha7","pleckstrin homology domain containing A7",-0.711,0.583,1.025,1.297,1.178,1.478,1.633,0,1.119,0.471
"Plekha8","pleckstrin homology domain containing A8",-0.043,0.329,2.647,2.665,2.801,2.585,2.451,3.298,2.369,2.361
"Plekhb1","pleckstrin homology domain containing B1",0.516,0.429,6.197,5.87,6.054,6.162,5.888,6.921,6.66,5.823
"Plekhb2","pleckstrin homology domain containing B2",0.41,0.478,5.342,4.958,5.927,5.087,4.588,5.537,5.542,5.755
"Plekhf1","pleckstrin homology and FYVE domain containing 1",-0.088,0.438,3.539,3.662,3.443,4.308,2.92,3.726,3.202,3.51
"Plekhf2","pleckstrin homology and FYVE domain containing 2",-0.261,0.391,7.29,7.344,7.547,7.812,6.704,7.45,7.337,6.836
"Plekhg1","pleckstrin homology and RhoGEF domain containing G",0.808,0.455,5.67,5.067,5.619,5.368,5.469,5.615,6.331,6.22
"Plekhg2","pleckstrin homology and RhoGEF domain containing G",0.618,0.741,3.551,2.871,3.756,3.536,2.583,3.195,4.265,4.652
"Plekhg3","pleckstrin homology and RhoGEF domain containing G",0.84,1.294,1.407,1.399,0,0,0.624,2.021,2.345,3.46
"Plekhg5","pleckstrin homology and RhoGEF domain containing G",0.702,0.628,4.839,4.614,4.859,4.36,3.95,5.385,4.871,5.835
"Plekhh2","pleckstrin homology, MyTH4 and FERM domain contain",0.55,0.65,1.037,0.42,1.51,0.834,0,1.842,1.36,1.289
"Plekhh3","pleckstrin homology, MyTH4 and FERM domain contain",0.326,0.712,1.28,2.24,0.756,0.875,0.178,1.841,1.429,1.64
"Plekhj1","pleckstrin homology domain containing J1",-0.625,0.237,3.921,3.792,4.039,4.106,4.316,3.77,3.768,3.656
"Plekhm1","pleckstrin homology and RUN domain containing M1",0.639,0.447,4.877,4.549,4.755,5.19,4.08,5.077,5.379,5.106
"Plekhm2","pleckstrin homology and RUN domain containing M2",0.815,0.561,2.482,2.289,2.189,1.652,2.185,2.746,3.222,3.088
"Plekhm3","pleckstrin homology domain containing M3",0.48,0.315,2.795,2.427,2.93,3.073,2.27,3.012,2.869,2.987
"Plekho1","pleckstrin homology domain containing O1",0.007,0.312,4.546,4.353,4.644,5.014,4.166,4.724,4.715,4.21
"Plekho2","pleckstrin homology domain containing O2",0.631,0.368,5.434,5.587,5.258,4.92,5.044,5.684,5.926,5.62
"Plekhs1","pleckstrin homology domain containing S1",-0.613,0.673,1.075,1.372,1.179,2.319,0.94,0.94,0.168,0.611
"Plgrkt","plasminogen receptor with a C-terminal lysine",-0.445,0.266,5.888,5.736,6.328,6.055,5.761,5.744,6.044,5.545
"Plin2","perilipin 2",0.701,0.594,6.354,5.906,6.292,6.398,5.517,6.501,6.424,7.441
"Plin3","perilipin 3",0.332,0.418,5.855,5.603,6.116,6.109,5.036,6.27,5.953,5.894
"Plin4","perilipin 4",-0.135,0.721,1.091,2.138,0,1.586,1.129,0.347,1.203,1.231
"Plin5","perilipin 5",-0.426,0.478,0.398,0.217,1.024,1.079,0,0,0,0.47
"Plk1","polo like kinase 1",-0.185,0.889,0.739,0.217,1.445,2.116,0,0,0,1.398
"Plk2","polo like kinase 2",0.734,0.449,7.873,7.353,7.947,7.891,7.251,8.072,8.026,8.57
"Plk3","polo like kinase 3",0.244,0.842,2.87,4.034,2.703,1.903,1.693,2.988,3.375,3.396
"Plk4","polo like kinase 4",0.545,0.786,1.046,1.012,0.002,1.967,0,1.133,1.745,1.465
"Pllp","plasmolipin",-0.931,0.671,2.759,3.481,3.405,3.234,2.867,1.829,2.51,1.988
"Pln","phospholamban",0.383,0.838,2.735,1.943,3.564,2.974,1.234,2.941,3.366,3.121
"Plod1","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",0.451,0.517,8.159,7.775,8.519,8.138,7.434,8.099,8.1,9.051
"Plod2","procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",0.308,0.613,3.606,3.308,3.686,3.551,3.04,4.395,4.412,2.853
"Plod3","procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",0.724,0.717,5.384,4.554,5.571,5.404,4.317,5.682,5.793,6.367
"Plp1","proteolipid protein 1",0.26,0.816,1.466,0.217,1.953,0.778,2.211,2.514,1.358,1.231
"Plp2","proteolipid protein 2",0.293,0.29,7.543,7.333,7.839,7.547,7.055,7.828,7.752,7.446
"Plrg1","pleiotropic regulator 1",0.664,0.196,5.968,5.779,5.94,6.05,5.696,5.93,6.265,6.119
"Pls3","plastin 3",0.507,0.444,8.162,7.565,8.535,8.214,7.622,8.171,8.242,8.785
"Plscr1","phospholipid scramblase 1",0.46,0.378,6.983,6.519,7.113,7.337,6.409,7.134,7.368,7.004
"Plscr2","phospholipid scramblase 2",0.596,0.302,7.335,7.09,7.195,7.651,6.844,7.647,7.476,7.442
